SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004841454.1,ENSCPOP00000000786,93.56,90.41,0.0348,0.3684,0.09439
XP_004851167.1,ENSCPOP00000003740,94.39,90.74,0.0306,0.3247,0.09438
XP_004872011.1,ENSCPOP00000006830,96.52,94.11,0.0171,0.1811,0.09437
XP_004836946.1,ENSCPOP00000014429,93.06,90.53,0.0355,0.3762,0.09437
XP_004845964.1,ENSCPOP00000019521,91.59,89.28,0.0472,0.4996,0.09437
XP_004871627.1,ENSCPOP00000002670,96.12,93.36,0.0241,0.2554,0.0943
XP_004866185.1,ENSCPOP00000013052,94.74,92.98,0.0242,0.2571,0.09429
XP_004839493.1,ENSCPOP00000013291,94.19,92.13,0.0287,0.3041,0.09428
XP_004869779.1,ENSCPOP00000006154,90.91,86.88,0.0486,0.5157,0.09426
XP_004855540.1,ENSCPOP00000012913,90.92,88.45,0.0461,0.4895,0.09426
XP_004844580.1,ENSCPOP00000003612,95.01,92.39,0.0251,0.2662,0.09425
XP_004837182.1,ENSCPOP00000005887,96.35,93.98,0.0189,0.201,0.09424
XP_004857531.1,ENSCPOP00000011612,93.39,91.8,0.0322,0.3414,0.09421
XP_004862487.1,ENSCPOP00000000986,94.24,93.37,0.0263,0.2788,0.09418
XP_004844244.1,ENSCPOP00000006346,96.48,94.71,0.0166,0.1761,0.09416
XP_004853908.1,ENSCPOP00000005713,94.96,92.09,0.0254,0.2694,0.09414
XP_004859174.1,ENSCPOP00000015438,95.19,91.88,0.0261,0.277,0.09413
XP_004874836.1,ENSCPOP00000007312,92.77,90.2,0.0347,0.3686,0.09411
XP_004836357.1,ENSCPOP00000019914,95.13,92.43,0.0246,0.2612,0.09402
XP_004850971.1,ENSCPOP00000015047,94.57,93.12,0.0248,0.2635,0.09401
XP_004839344.1,ENSCPOP00000001867,96.8,94.62,0.016,0.1706,0.09397
XP_004837597.1,ENSCPOP00000003322,95.94,93.05,0.0214,0.2274,0.09397
XP_004855598.1,ENSCPOP00000008063,91.12,90.27,0.0428,0.4553,0.09397
XP_004860000.1,ENSCPOP00000011991,17.41,38.02,1.2263,13.0514,0.09396
XP_004847422.1,ENSCPOP00000004797,89.8,88.17,0.0509,0.5423,0.09394
XP_004864878.1,ENSCPOP00000010431,93.09,92.17,0.0318,0.3385,0.09394
XP_004834845.1,ENSCPOP00000003905,93.98,90.51,0.0323,0.3442,0.09393
XP_004844120.1,ENSCPOP00000017839,96.25,93.07,0.0216,0.2305,0.09392
XP_004868983.1,ENSCPOP00000013876,97.06,94.8,0.0147,0.1564,0.09391
XP_004841871.1,ENSCPOP00000002138,97.04,94.69,0.0155,0.1652,0.09389
XP_004846576.1,ENSCPOP00000002759,93.83,90.4,0.0363,0.3865,0.09386
XP_004842991.1,ENSCPOP00000018403,91.42,89.71,0.0419,0.4467,0.09383
XP_004872703.1,ENSCPOP00000009209,97.47,95.95,0.012,0.1278,0.09373
XP_004872021.1,ENSCPOP00000019698,96.22,93.28,0.0202,0.2159,0.09373
XP_004874322.1,ENSCPOP00000018448,82.5,84.86,0.0854,0.9116,0.09371
XP_004860351.1,ENSCPOP00000007546,96.62,94.89,0.0166,0.1767,0.0937
XP_004858134.1,ENSCPOP00000001816,94.34,92.11,0.0285,0.304,0.09367
XP_004848658.1,ENSCPOP00000013884,96.89,95.39,0.0151,0.1608,0.09366
XP_004860683.1,ENSCPOP00000020789,89.98,89.62,0.0517,0.552,0.0936
XP_004843634.1,ENSCPOP00000013170,95.73,94.02,0.0214,0.2287,0.09358
XP_004872245.1,ENSCPOP00000009549,94.65,90.39,0.0315,0.3367,0.09356
XP_004849364.1,ENSCPOP00000009305,89.5,86.17,0.07,0.7485,0.09352
XP_004863848.1,ENSCPOP00000018959,88.6,88.45,0.0568,0.6079,0.09346
XP_004849170.1,ENSCPOP00000019451,87.37,86.49,0.081,0.8667,0.09346
XP_004860636.1,ENSCPOP00000006401,92.71,91.45,0.0338,0.3619,0.0934
XP_004864535.1,ENSCPOP00000011800,96.43,94.17,0.018,0.1924,0.09338
XP_004841024.1,ENSCPOP00000017056,88.12,86.91,0.0652,0.6982,0.09337
XP_004838547.1,ENSCPOP00000006461,96.27,93.91,0.0195,0.2092,0.09336
XP_004871746.1,ENSCPOP00000010320,92.38,89.26,0.041,0.4397,0.09336
XP_004837848.1,ENSCPOP00000011190,96.02,93.36,0.0218,0.2331,0.09336
XP_004849366.1,ENSCPOP00000008144,90.45,90.1,0.0453,0.4848,0.09335
XP_004844257.1,ENSCPOP00000009958,95.46,93,0.0217,0.2321,0.09334
XP_004834439.1,ENSCPOP00000002895,97.78,96.46,0.011,0.1183,0.09328
XP_004865981.1,ENSCPOP00000011336,87.79,87.24,0.062,0.6643,0.09326
XP_004866090.1,ENSCPOP00000017639,83.33,84.28,0.093,0.9972,0.09323
XP_004860655.1,ENSCPOP00000000713,94.13,93.58,0.0271,0.2905,0.09321
XP_004854273.1,ENSCPOP00000002914,95.78,93.38,0.0208,0.2236,0.0932
XP_004836124.1,ENSCPOP00000005756,92.53,89.9,0.0412,0.4426,0.09319
XP_004839915.1,ENSCPOP00000004824,88.54,87.15,0.0581,0.6234,0.09316
XP_004843014.1,ENSCPOP00000005400,96.06,93.83,0.0188,0.2022,0.09315
XP_004847563.1,ENSCPOP00000003082,96.28,93.89,0.0191,0.2048,0.09313
XP_004844747.1,ENSCPOP00000011437,96.8,94.33,0.0168,0.1804,0.09313
XP_004863217.1,ENSCPOP00000013996,97.47,95.78,0.0129,0.1388,0.09312
XP_004858294.1,ENSCPOP00000012044,95.32,92.56,0.0263,0.2829,0.0931
XP_004873704.1,ENSCPOP00000002913,95.8,93.19,0.0211,0.2267,0.09305
XP_004840415.1,ENSCPOP00000003711,96.72,95.63,0.015,0.1607,0.09304
XP_004848670.1,ENSCPOP00000011982,97.93,96.64,0.0097,0.1042,0.09304
XP_004846623.1,ENSCPOP00000020574,89.6,91.81,0.0446,0.4798,0.09304
XP_004855008.1,ENSCPOP00000003279,95.94,93.37,0.0206,0.2217,0.09303
XP_004856113.1,ENSCPOP00000009448,96.7,92.96,0.0205,0.2206,0.09303
XP_004850791.1,ENSCPOP00000011847,96.72,94.16,0.018,0.1935,0.09302
XP_004864130.1,ENSCPOP00000004732,96.1,91.06,0.0259,0.2783,0.093
XP_004847002.1,ENSCPOP00000014382,85.6,85.65,0.0712,0.7659,0.09293
XP_004851848.1,ENSCPOP00000008373,80.09,85.78,0.0974,1.0479,0.09291
XP_004846248.1,ENSCPOP00000005705,93.83,92.49,0.0287,0.309,0.09288
XP_004860850.1,ENSCPOP00000011436,92.16,90.48,0.0418,0.4503,0.09287
XP_004872802.1,ENSCPOP00000019256,96.03,93.3,0.0196,0.2109,0.09286
XP_004873472.1,ENSCPOP00000005743,88.25,87.18,0.062,0.6673,0.09285
XP_004855274.1,ENSCPOP00000009335,95.83,93.75,0.0197,0.2125,0.09284
XP_004859838.1,ENSCPOP00000009892,96.22,92.44,0.0249,0.2681,0.09284
XP_004846101.1,ENSCPOP00000004833,95.7,93.73,0.0216,0.2333,0.0928
XP_004862952.1,ENSCPOP00000004183,95.45,93.69,0.0218,0.2345,0.09279
XP_004865646.1,ENSCPOP00000015568,88.69,89.34,0.053,0.5714,0.09279
XP_004854446.1,ENSCPOP00000018228,96,93.04,0.0201,0.2166,0.09278
XP_004847778.1,ENSCPOP00000007121,94.1,92.43,0.0276,0.2974,0.09277
XP_004872940.1,ENSCPOP00000016769,94.86,92.36,0.0246,0.2657,0.09273
XP_004854259.1,ENSCPOP00000003365,98.37,96.84,0.0084,0.0901,0.09272
XP_004860439.1,ENSCPOP00000017650,94.33,91.5,0.0278,0.3004,0.09268
XP_004837492.1,ENSCPOP00000008656,95.58,93.26,0.0225,0.2425,0.09267
XP_004844683.1,ENSCPOP00000017605,97.63,94.65,0.0155,0.1673,0.09265
XP_004851634.1,ENSCPOP00000015667,78.74,80.61,0.1157,1.2496,0.09261
XP_004868551.1,ENSCPOP00000017473,93.66,90.96,0.0319,0.345,0.09258
XP_004846163.1,ENSCPOP00000015682,94.06,90.1,0.033,0.3561,0.09257
XP_004842741.1,ENSCPOP00000017693,92.25,90.33,0.0407,0.4398,0.09253
XP_004834192.1,ENSCPOP00000018937,95.67,93.19,0.0248,0.2686,0.0925
XP_004858829.1,ENSCPOP00000015714,96.26,95.64,0.0162,0.1754,0.09249
XP_004836127.1,ENSCPOP00000017080,89.66,86.33,0.0642,0.6938,0.09247
XP_004842715.1,ENSCPOP00000020206,89.4,86.84,0.0639,0.6914,0.09244
XP_004843055.1,ENSCPOP00000018146,96.24,93.74,0.02,0.2161,0.09243
XP_004847281.1,ENSCPOP00000010602,95.05,91.47,0.0292,0.3155,0.09241
XP_004852155.1,ENSCPOP00000011327,92.37,90.5,0.0356,0.3848,0.0924
XP_004844409.1,ENSCPOP00000005119,93.24,90.27,0.0363,0.3928,0.09237
XP_004921113.1,ENSCPOP00000016408,95.22,91.88,0.0267,0.2893,0.09229
XP_004839659.1,ENSCPOP00000003434,96.01,92.77,0.023,0.2494,0.09228
XP_004848600.1,ENSCPOP00000012575,97.19,94.61,0.0166,0.1801,0.09226
XP_004872238.1,ENSCPOP00000005166,96.05,91.85,0.0291,0.3156,0.09225
XP_004870327.1,ENSCPOP00000003546,95.18,93.21,0.0229,0.2482,0.09224
XP_004834979.1,ENSCPOP00000004196,90.98,86.74,0.0503,0.5456,0.09224
XP_004859607.1,ENSCPOP00000021054,88.16,88.13,0.059,0.6397,0.09223
XP_004860270.1,ENSCPOP00000009818,95.54,93.49,0.0236,0.2556,0.0922
XP_004849918.1,ENSCPOP00000011750,96.63,94.79,0.0158,0.1719,0.09218
XP_004863280.1,ENSCPOP00000009201,94.88,93.33,0.0247,0.2683,0.09212
XP_004869246.1,ENSCPOP00000020855,91.01,88.01,0.045,0.4887,0.0921
XP_004871309.1,ENSCPOP00000017876,92.87,90.75,0.0356,0.3872,0.09206
XP_004850458.1,ENSCPOP00000004069,94.22,92.58,0.0282,0.3064,0.09201
XP_004873097.1,ENSCPOP00000020372,94.5,91.23,0.0284,0.309,0.09192
XP_004860758.1,ENSCPOP00000011397,95.65,92.33,0.0248,0.2699,0.09187
XP_004873425.1,ENSCPOP00000014559,85.98,86.66,0.0699,0.7608,0.09185
XP_004874598.1,ENSCPOP00000017999,91.03,89.48,0.0431,0.4695,0.09185
XP_004845252.1,ENSCPOP00000010904,91.4,89.59,0.0412,0.4487,0.09184
XP_004836240.1,ENSCPOP00000009152,93.85,90.07,0.0337,0.3668,0.09182
XP_004867069.1,ENSCPOP00000018571,93.82,93.01,0.0296,0.322,0.09181
XP_004857839.1,ENSCPOP00000009446,97.61,95.51,0.014,0.1528,0.09176
XP_004864036.1,ENSCPOP00000005476,96.15,94.23,0.0181,0.1973,0.09171
XP_004870636.1,ENSCPOP00000009012,95.82,91.89,0.0264,0.2876,0.0917
XP_004836484.1,ENSCPOP00000000791,96.94,95.12,0.0147,0.1603,0.09169
XP_004872249.1,ENSCPOP00000011452,96.39,93.33,0.0202,0.2204,0.09161
XP_004839898.1,ENSCPOP00000000034,90.2,87.9,0.0545,0.5949,0.09155
XP_004843979.1,ENSCPOP00000000888,89.29,88.17,0.06,0.6555,0.09155
XP_004839646.1,ENSCPOP00000008589,97.39,96.18,0.0127,0.1385,0.09155
XP_004866208.1,ENSCPOP00000009945,96.68,94.25,0.0165,0.1799,0.09155
XP_004874285.1,ENSCPOP00000021032,95.22,91.58,0.0264,0.2883,0.09155
XP_004871907.1,ENSCPOP00000005485,95.87,93.44,0.02,0.2184,0.09152
XP_004873281.1,ENSCPOP00000004052,86.81,87.79,0.0634,0.6925,0.09148
XP_004853227.1,ENSCPOP00000004212,85.47,80.91,0.0877,0.9585,0.09147
XP_004839425.1,ENSCPOP00000000176,94.27,92.55,0.0268,0.2933,0.09145
XP_004848773.1,ENSCPOP00000000495,92.99,90.78,0.0396,0.4336,0.0914
XP_004845619.1,ENSCPOP00000019589,93.58,91.44,0.0307,0.3364,0.09138
XP_004871335.1,ENSCPOP00000018221,95.57,92.93,0.0215,0.2353,0.09132
XP_004846133.1,ENSCPOP00000003429,92.75,91.71,0.0403,0.4418,0.09131
XP_004846243.1,ENSCPOP00000005429,94.56,93.2,0.0271,0.2973,0.09129
XP_004867058.1,ENSCPOP00000017143,87.3,90.05,0.0558,0.6112,0.09129
XP_004857582.1,ENSCPOP00000015147,92.93,91.58,0.0347,0.3806,0.09122
XP_004860225.1,ENSCPOP00000017151,87.14,86.9,0.0724,0.7937,0.0912
XP_004855224.1,ENSCPOP00000011325,97.25,95.04,0.0136,0.1494,0.09119
XP_004855847.1,ENSCPOP00000004386,93.75,91.91,0.0308,0.3379,0.09117
XP_004849870.1,ENSCPOP00000006026,96.29,93.77,0.0189,0.2075,0.09116
XP_004864365.1,ENSCPOP00000006986,94.56,91.07,0.0308,0.3375,0.09114
XP_004864151.1,ENSCPOP00000012971,95.89,92.73,0.0238,0.2606,0.09114
XP_004864486.1,ENSCPOP00000001423,95.55,93.27,0.0229,0.2512,0.09113
XP_004862860.1,ENSCPOP00000003187,96.76,94.68,0.016,0.1753,0.09112
XP_004857202.1,ENSCPOP00000010832,94.54,92.44,0.0263,0.2884,0.09112
XP_004844861.1,ENSCPOP00000004796,96.07,93.87,0.0185,0.2033,0.09111
XP_004868964.1,ENSCPOP00000015277,97,95.09,0.0141,0.1551,0.09107
XP_004860327.1,ENSCPOP00000002411,95.21,93.15,0.0221,0.2428,0.09093
XP_004858871.1,ENSCPOP00000004791,95.16,91.81,0.0296,0.3252,0.0909
XP_004855106.1,ENSCPOP00000004970,94.65,90.72,0.0309,0.3404,0.0909
XP_004865534.1,ENSCPOP00000001579,91.82,91.14,0.0379,0.4176,0.09088
XP_004842536.1,ENSCPOP00000021198,87.16,89.36,0.0584,0.6428,0.09088
XP_004871696.1,ENSCPOP00000019448,87.76,85.03,0.0588,0.6475,0.09085
XP_004854110.1,ENSCPOP00000001477,94.5,91.8,0.0282,0.31,0.09083
XP_004846319.1,ENSCPOP00000014157,96.82,93.45,0.0209,0.2306,0.09083
XP_004851870.1,ENSCPOP00000005672,96.04,94.06,0.0186,0.2051,0.09082
XP_004842881.1,ENSCPOP00000010828,95.51,92.99,0.0221,0.243,0.0908
XP_004842114.1,ENSCPOP00000000611,96.5,94.17,0.017,0.1867,0.09079
XP_004834510.1,ENSCPOP00000001606,96.55,93.82,0.0185,0.2038,0.09078
XP_004862152.1,ENSCPOP00000013239,94.13,92.11,0.0303,0.3338,0.09075
XP_004861646.1,ENSCPOP00000010233,95.04,93.28,0.0249,0.2749,0.09065
XP_004866585.1,ENSCPOP00000018816,88.98,85.03,0.0619,0.6823,0.09065
XP_004867027.1,ENSCPOP00000010065,94.79,94.1,0.0225,0.2483,0.09064
XP_004860799.1,ENSCPOP00000000711,95.15,92.76,0.0238,0.263,0.0906
XP_004842224.1,ENSCPOP00000018835,96.72,93.81,0.0194,0.2137,0.09057
XP_004843464.1,ENSCPOP00000019009,95.1,93.59,0.022,0.2427,0.09056
XP_004862356.1,ENSCPOP00000018457,95.95,93.09,0.021,0.2319,0.09054
XP_004836241.1,ENSCPOP00000000565,97.38,95.93,0.0127,0.1399,0.09052
XP_004858502.1,ENSCPOP00000001405,96.38,93.56,0.0187,0.2071,0.0905
XP_004871800.1,ENSCPOP00000003957,93.85,91.54,0.0297,0.3282,0.09049
XP_004865008.1,ENSCPOP00000001174,95.26,92.57,0.0239,0.2646,0.09046
XP_004869070.1,ENSCPOP00000000023,96.58,93.79,0.0204,0.2253,0.09045
XP_004864319.1,ENSCPOP00000006874,96.63,95.29,0.0154,0.17,0.09045
XP_004845431.1,ENSCPOP00000005611,93.35,90.54,0.0367,0.4056,0.09044
XP_004856267.1,ENSCPOP00000017581,89.16,86.99,0.0542,0.5997,0.09037
XP_004867699.1,ENSCPOP00000011417,95.05,92.33,0.0253,0.2805,0.09034
XP_004853041.1,ENSCPOP00000010891,97.5,96.31,0.0114,0.126,0.09026
XP_004849626.1,ENSCPOP00000010423,98.05,96.95,0.009,0.1,0.09024
XP_004867215.1,ENSCPOP00000011388,87.64,88.48,0.0596,0.6605,0.09023
XP_004870057.1,ENSCPOP00000006926,95.91,93.37,0.0197,0.2187,0.09017
XP_004866734.1,ENSCPOP00000008157,93.26,91.62,0.0316,0.3501,0.09013
XP_004842396.1,ENSCPOP00000010090,92.8,89.33,0.0395,0.4387,0.09009
XP_004854414.1,ENSCPOP00000007179,95.71,92.76,0.0214,0.2375,0.09004
XP_004850345.1,ENSCPOP00000012057,97.14,94.59,0.0163,0.1805,0.09004
XP_004865948.1,ENSCPOP00000003891,90.7,87.64,0.0615,0.6835,0.08998
XP_004867155.1,ENSCPOP00000001455,91.36,89.79,0.0424,0.4718,0.08997
XP_004839096.1,ENSCPOP00000006363,90.26,86.31,0.0514,0.5709,0.08995
XP_004867651.1,ENSCPOP00000007534,88.11,85.41,0.0585,0.6506,0.08993
XP_004850362.1,ENSCPOP00000004537,90.82,88.87,0.0438,0.4877,0.0899
XP_004843818.1,ENSCPOP00000014253,93.78,91.9,0.0313,0.3477,0.08988
XP_004848771.1,ENSCPOP00000014344,94.07,90.86,0.031,0.3452,0.08985
XP_004853315.1,ENSCPOP00000020946,82.95,83.87,0.0924,1.0284,0.08984
XP_004847554.1,ENSCPOP00000017263,92.62,90.83,0.0365,0.4059,0.08983
XP_004858781.1,ENSCPOP00000013439,96.9,94.66,0.0163,0.1816,0.0898
XP_004836296.1,ENSCPOP00000002141,96.27,94.81,0.0169,0.1887,0.08976
XP_004837171.1,ENSCPOP00000009563,94.84,92.73,0.0248,0.2767,0.0897
XP_004844909.1,ENSCPOP00000018955,83.86,84.6,0.089,0.9927,0.0897
XP_004850339.1,ENSCPOP00000002393,92.18,90.67,0.0362,0.404,0.08969
XP_004862993.1,ENSCPOP00000014112,96.75,93.99,0.0179,0.1995,0.08967
XP_004852491.1,ENSCPOP00000006241,94.41,90.78,0.029,0.3238,0.08966
XP_004844579.1,ENSCPOP00000014196,96.28,94.5,0.0181,0.2022,0.08966
XP_004867184.1,ENSCPOP00000013599,93.37,89.48,0.0423,0.4724,0.08963
XP_004853885.1,ENSCPOP00000010165,95.88,93.28,0.0204,0.2272,0.0896
XP_004865672.1,ENSCPOP00000012572,90.81,90.69,0.0427,0.4765,0.08959
XP_004870896.1,ENSCPOP00000020859,93.57,91.57,0.0346,0.3862,0.08957
XP_004871350.1,ENSCPOP00000020985,95.45,93.3,0.0236,0.2636,0.08957
XP_004850090.1,ENSCPOP00000001742,94.83,92.82,0.0239,0.2667,0.08953
XP_004871419.1,ENSCPOP00000017424,97.92,96.08,0.0104,0.1157,0.08953
XP_004852304.1,ENSCPOP00000018534,96.89,95.11,0.0146,0.1634,0.0895
XP_004851583.1,ENSCPOP00000003921,97.26,95.74,0.0127,0.1418,0.08946
XP_004842491.1,ENSCPOP00000012790,90.62,89.06,0.0514,0.5742,0.08945
XP_004844889.1,ENSCPOP00000000128,87.39,87.3,0.0583,0.6518,0.08944
XP_004870093.1,ENSCPOP00000005497,96.67,94.07,0.0166,0.1856,0.08926
XP_004834632.1,ENSCPOP00000006665,96.99,95.24,0.0147,0.1651,0.08926
XP_004834267.1,ENSCPOP00000009437,95.91,92.58,0.0224,0.2513,0.08926
XP_004844086.1,ENSCPOP00000012269,94.26,91.72,0.03,0.3365,0.08926
XP_004871989.1,ENSCPOP00000003201,96.93,95.18,0.0149,0.1664,0.08925
XP_004838532.1,ENSCPOP00000020087,88.48,87.98,0.0597,0.669,0.08921
XP_004850781.1,ENSCPOP00000016325,97.5,94.94,0.0133,0.1488,0.0892
XP_004872633.1,ENSCPOP00000000477,97.18,94.64,0.0152,0.1706,0.08917
XP_004862260.1,ENSCPOP00000008070,95.02,92.8,0.0258,0.2895,0.08915
XP_004851502.1,ENSCPOP00000019877,92.51,93.36,0.0308,0.3453,0.08915
XP_004863314.1,ENSCPOP00000009595,95.25,93.25,0.023,0.2577,0.08914
XP_004844042.1,ENSCPOP00000003920,85.74,86.72,0.0711,0.7972,0.08913
XP_004860210.1,ENSCPOP00000006777,94.76,91.7,0.0265,0.2979,0.08912
XP_004841491.1,ENSCPOP00000000804,94.38,89.69,0.0365,0.4098,0.08911
XP_004870086.1,ENSCPOP00000004642,95.03,92.58,0.0254,0.2848,0.08909
XP_004836149.1,ENSCPOP00000004404,96.13,94.12,0.019,0.2138,0.08908
XP_004841764.1,ENSCPOP00000009200,96.03,93.64,0.0198,0.2224,0.08905
XP_004857389.1,ENSCPOP00000003310,95.02,91.75,0.0249,0.2794,0.08903
XP_004842511.1,ENSCPOP00000016516,83.42,83.33,0.0846,0.9499,0.08901
XP_004848882.1,ENSCPOP00000014403,95.12,93.5,0.0255,0.2863,0.08897
XP_004835212.1,ENSCPOP00000002729,95.72,93.56,0.0206,0.2321,0.08894
XP_004867251.1,ENSCPOP00000015119,88.39,86.81,0.0672,0.7551,0.08893
XP_004843013.1,ENSCPOP00000003337,97.22,95.06,0.0137,0.1537,0.08891
XP_004849792.1,ENSCPOP00000008039,97.26,94.75,0.0183,0.2057,0.08889
XP_004853832.1,ENSCPOP00000001170,95.81,93.19,0.0202,0.2267,0.08888
XP_004846655.1,ENSCPOP00000008197,90.25,89,0.0499,0.5615,0.08885
XP_004855478.1,ENSCPOP00000017892,94.03,91.19,0.0327,0.3679,0.08883
XP_004862207.1,ENSCPOP00000005378,94.49,92.67,0.0258,0.2911,0.08876
XP_004854589.1,ENSCPOP00000002457,96.98,94.74,0.0147,0.1652,0.0887
XP_004850792.1,ENSCPOP00000021157,97.72,94.4,0.0161,0.1821,0.08868
XP_004839457.1,ENSCPOP00000012077,96.64,94.53,0.0159,0.1795,0.08866
XP_004874921.1,ENSCPOP00000001585,94.86,90.89,0.0314,0.3546,0.08865
XP_004859564.1,ENSCPOP00000002783,96.77,94.63,0.0157,0.1766,0.08865
XP_004841319.1,ENSCPOP00000000620,97.59,96.22,0.0137,0.1549,0.08864
XP_004835133.1,ENSCPOP00000020316,91.49,88.65,0.0436,0.4922,0.08863
XP_004851672.1,ENSCPOP00000019943,89.67,89,0.0496,0.5592,0.08862
XP_004846850.1,ENSCPOP00000007856,95.23,92.46,0.0241,0.2715,0.0886
XP_004865978.1,ENSCPOP00000015448,79.19,76.92,0.1456,1.6428,0.0886
XP_004837068.1,ENSCPOP00000000798,94.23,94.02,0.0242,0.273,0.08859
XP_004855649.1,ENSCPOP00000011392,92.82,90.87,0.0343,0.3869,0.08858
XP_004872995.1,ENSCPOP00000008617,96.06,94.18,0.0184,0.2078,0.08857
XP_004848502.1,ENSCPOP00000020364,89.34,88.89,0.0469,0.5297,0.08853
XP_004862780.1,ENSCPOP00000001625,97.58,96.54,0.0109,0.1231,0.08851
XP_004848157.1,ENSCPOP00000001641,96.53,94.33,0.0167,0.1883,0.08847
XP_004865060.1,ENSCPOP00000013026,97.2,94.1,0.0169,0.1909,0.08845
XP_004853621.1,ENSCPOP00000018744,91.92,91.07,0.0367,0.4152,0.08845
XP_004863914.1,ENSCPOP00000019828,88.28,87.05,0.0613,0.693,0.08845
XP_004860279.1,ENSCPOP00000004610,97.31,96.02,0.0122,0.1379,0.08843
XP_004839560.1,ENSCPOP00000010219,98.88,97.26,0.012,0.1358,0.08843
XP_004852292.1,ENSCPOP00000009453,94.5,92.67,0.0252,0.2849,0.08839
XP_004841386.1,ENSCPOP00000000470,97.05,95.86,0.0133,0.1508,0.08835
XP_004852361.1,ENSCPOP00000000609,95.31,92.53,0.0226,0.2563,0.08833
XP_004869579.1,ENSCPOP00000021072,92.93,90.57,0.0348,0.3941,0.0883
XP_004839727.1,ENSCPOP00000002159,94.35,90.71,0.0303,0.3432,0.08829
XP_004857613.1,ENSCPOP00000013031,98.63,96.72,0.0099,0.1117,0.08829
XP_004865251.1,ENSCPOP00000018123,95.74,94.03,0.0201,0.2275,0.08827
XP_004856094.1,ENSCPOP00000009458,93.58,90.49,0.0321,0.3633,0.08824
XP_004860005.1,ENSCPOP00000005284,95.53,91.62,0.0283,0.3211,0.08822
XP_004850077.1,ENSCPOP00000003501,96.64,94.29,0.0163,0.185,0.0882
XP_004838035.1,ENSCPOP00000013653,93.15,89.75,0.0364,0.4124,0.0882
XP_004853833.1,ENSCPOP00000009914,96.27,93.92,0.0198,0.2243,0.08811
XP_004842018.1,ENSCPOP00000000546,96.55,94.13,0.0227,0.2575,0.0881
XP_004864619.1,ENSCPOP00000016106,96.09,94.38,0.0187,0.2123,0.08807
XP_004841364.1,ENSCPOP00000005746,97.51,94.73,0.014,0.1592,0.08805
XP_004842496.1,ENSCPOP00000012091,85.85,86.82,0.0696,0.7904,0.08804
XP_004859885.1,ENSCPOP00000018544,85.4,86.5,0.0743,0.8447,0.08798
XP_004869690.1,ENSCPOP00000020619,89.57,88.94,0.0478,0.5435,0.08795
XP_004858024.1,ENSCPOP00000019981,97.1,93.62,0.016,0.1816,0.08794
XP_004855182.1,ENSCPOP00000012141,97.61,95.47,0.0119,0.1349,0.08792
XP_004840692.1,ENSCPOP00000011720,94.61,94.01,0.0247,0.281,0.08784
XP_004840025.1,ENSCPOP00000015228,95.56,92.89,0.0214,0.2433,0.08783
XP_004842123.1,ENSCPOP00000000434,97.63,95.49,0.0128,0.1461,0.08781
XP_004841107.1,ENSCPOP00000009479,88.22,88.95,0.0555,0.6316,0.08781
XP_004868751.1,ENSCPOP00000003281,94.81,91.93,0.0266,0.3029,0.08779
XP_004855567.1,ENSCPOP00000020843,94.47,91.91,0.0286,0.3261,0.08775
XP_004853678.1,ENSCPOP00000014167,96.69,94.16,0.0169,0.1923,0.08773
XP_004843004.1,ENSCPOP00000003352,95,92.41,0.0251,0.2863,0.08772
XP_004838670.1,ENSCPOP00000015864,91.33,89.21,0.0557,0.6349,0.08772
XP_004874393.1,ENSCPOP00000008954,93.1,89.27,0.0359,0.4094,0.08769
XP_004834599.1,ENSCPOP00000005373,97.16,95.73,0.013,0.1481,0.08768
XP_004861585.1,ENSCPOP00000013317,94.36,90.69,0.0337,0.3839,0.08767
XP_004866334.1,ENSCPOP00000008833,97.48,93.21,0.022,0.2507,0.08766
XP_004868552.1,ENSCPOP00000000119,94.94,91.98,0.0262,0.2986,0.08763
XP_004839322.1,ENSCPOP00000007321,95.64,93.17,0.0208,0.2379,0.08763
XP_004842100.1,ENSCPOP00000002064,96.49,94.04,0.0186,0.212,0.0876
XP_004844569.1,ENSCPOP00000007166,91.44,87.29,0.0563,0.6429,0.08757
XP_004871255.1,ENSCPOP00000014154,93.81,91.03,0.0304,0.3475,0.08754
XP_004852864.1,ENSCPOP00000001596,93.91,92.06,0.029,0.331,0.08751
XP_004856190.1,ENSCPOP00000002957,93.43,91.24,0.0317,0.3617,0.08751
XP_004838198.1,ENSCPOP00000012661,94.99,91.67,0.0256,0.2926,0.08751
XP_004848408.1,ENSCPOP00000001593,96.02,95.41,0.0169,0.1934,0.0875
XP_004873504.1,ENSCPOP00000013880,91.39,88.62,0.0428,0.4897,0.08746
XP_004851010.1,ENSCPOP00000014195,96.9,94.52,0.0155,0.1774,0.08744
XP_004869080.1,ENSCPOP00000001505,97.98,96.8,0.0093,0.1058,0.08742
XP_004854506.1,ENSCPOP00000002855,95.08,92.33,0.0241,0.2763,0.08739
XP_004856615.1,ENSCPOP00000011641,97.27,95.26,0.0131,0.1504,0.08739
XP_004834623.1,ENSCPOP00000012219,97.72,96.32,0.0105,0.1205,0.08739
XP_004858237.1,ENSCPOP00000020585,90,92.32,0.0416,0.4759,0.08736
XP_004835207.1,ENSCPOP00000005970,96.96,94.37,0.0175,0.2008,0.08735
