SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004849140.1,ENSP00000349856,89.57,87.23,0.0554,0.4947,0.11198,PRRC2B
XP_004867949.1,ENSP00000253382,93.97,91.96,0.0301,0.2691,0.11198,ACSS2
XP_004853576.1,ENSP00000355500,93.8,92.59,0.0298,0.2658,0.11194,CEP170
XP_004857509.1,ENSP00000226091,96.76,94.71,0.0173,0.1549,0.11191,EFNB3
XP_004855381.1,ENSP00000416050,90.65,87.69,0.0483,0.4317,0.1119,TM2D2
XP_004875341.1,ENSP00000385957,92.94,90.74,0.0351,0.314,0.11186,KBTBD12
XP_004857340.1,ENSP00000263088,92.5,90.32,0.0387,0.3461,0.11185,PLD2
XP_004856090.1,ENSP00000321221,90.64,85.69,0.061,0.5454,0.11182,SH2B1
XP_004845744.1,ENSP00000380401,86.49,86.2,0.0716,0.6403,0.11178,FOXRED2
XP_004842423.1,ENSP00000329915,87.5,84.72,0.0645,0.5779,0.11169,PSMG1
XP_004862320.1,ENSP00000301917,84.03,87.21,0.0777,0.6958,0.11169,GPR25
XP_004840656.1,ENSP00000302564,97,95.42,0.0163,0.1457,0.11168,BCL2L1
XP_004869722.1,ENSP00000278568,94.68,90.76,0.0358,0.3204,0.11166,PAK1
XP_004861077.1,ENSP00000304592,81.24,83.18,0.1034,0.9266,0.11161,FASN
XP_004867483.1,ENSP00000284476,79.06,77.63,0.124,1.111,0.11161,DISP1
XP_004854156.1,ENSP00000357810,90.56,88.25,0.0488,0.4378,0.11158,LINGO4
XP_004846221.1,ENSP00000373420,87.25,81.79,0.095,0.8518,0.11156,RUFY2
XP_004868751.1,ENSP00000417190,90.66,88.58,0.0494,0.443,0.11156,ATPAF2
XP_004867193.1,ENSP00000316842,91.03,88.81,0.0465,0.4168,0.11155,SIX5
XP_004838716.1,ENSP00000410964,95.98,94.25,0.0204,0.1832,0.1115,ERLIN1
XP_004873566.1,ENSP00000379712,94.99,91.76,0.033,0.2962,0.11145,IQSEC2
XP_004836454.1,ENSP00000304286,85.15,85.68,0.0787,0.7066,0.11144,FOXI1
XP_004842675.1,ENSP00000263346,87.13,85.75,0.0679,0.6096,0.11142,TCF25
XP_004852410.1,ENSP00000310170,92.99,90.04,0.0376,0.3379,0.11141,FOSL1
XP_004874650.1,ENSP00000323046,91.97,89.05,0.0413,0.3712,0.11137,EXOSC3
XP_004863329.1,ENSP00000377215,86.89,85.98,0.0701,0.6295,0.11128,P2RY6
XP_004853487.1,ENSP00000354920,92.12,89.78,0.0422,0.3789,0.11125,METTL13
XP_004850022.1,ENSP00000234256,92.45,89.94,0.0395,0.3548,0.11124,SLC1A4
XP_004840802.1,ENSP00000246041,84,83.17,0.0857,0.7701,0.11122,AP5S1
XP_004852959.1,ENSP00000305056,89.67,87.91,0.0548,0.4925,0.11121,PCSK6
XP_004859140.1,ENSP00000312988,87.54,84.7,0.0684,0.6151,0.1112,NFKBIB
XP_004871163.1,ENSP00000347602,86.25,85.36,0.0731,0.6572,0.11118,ARID4A
XP_004847379.1,ENSP00000285599,80.9,82.43,0.1087,0.9779,0.11116,MAN2B2
XP_004856888.1,ENSP00000376024,92.58,90.95,0.0353,0.318,0.11112,SNX9
XP_004840914.1,ENSP00000367038,85.32,85.76,0.0795,0.7153,0.11111,RRBP1
XP_004872893.1,ENSP00000323264,82.24,79.38,0.1039,0.9357,0.11109,MARVELD2
XP_004857960.1,ENSP00000384193,94.25,89.81,0.0398,0.3588,0.11102,CADM2
XP_004861157.1,ENSP00000350965,91.6,87.68,0.046,0.414,0.111,TMBIM4
XP_004858330.1,ENSP00000338671,92.1,89.46,0.0409,0.3686,0.11098,RHOBTB1
XP_004858426.1,ENSP00000262094,95.41,92.2,0.0287,0.2584,0.11096,RAB27B
XP_004838510.1,ENSP00000371514,83.09,86.15,0.088,0.7929,0.11093,KCNV2
XP_004853235.1,ENSP00000315644,86.77,86.34,0.063,0.5676,0.11093,TYMS
XP_004866169.1,ENSP00000369643,90.63,89.41,0.0469,0.4225,0.11093,GRPR
XP_004834971.1,ENSP00000306983,92.44,89.07,0.0409,0.3684,0.1109,YEATS2
XP_004853496.1,ENSP00000236192,95.74,95.27,0.0187,0.1688,0.11088,VAMP4
XP_004837624.1,ENSP00000307552,84.09,84.85,0.0789,0.7112,0.11086,NINJ2
XP_004873088.1,ENSP00000458663,93.9,90.58,0.033,0.2974,0.11085,CIC
XP_004847522.1,ENSP00000273814,79.81,80.52,0.1191,1.0747,0.11081,DGKQ
XP_004851130.1,ENSP00000344468,92.06,88.89,0.0441,0.3984,0.11065,SDC3
XP_004841415.1,ENSP00000359621,93.67,90.96,0.0344,0.3112,0.11063,MCOLN3
XP_004841024.1,ENSP00000217131,85.1,85.21,0.0787,0.7117,0.11061,CTSZ
XP_004856586.1,ENSP00000376786,92.58,89.19,0.0415,0.3755,0.11061,POU2AF1
XP_004866500.1,ENSP00000238936,88.18,87.98,0.0639,0.5778,0.11061,TMEM180
XP_004869019.1,ENSP00000317379,94.03,91.52,0.0313,0.2832,0.11061,GLS
XP_004839688.1,ENSP00000397312,93.36,91.71,0.0322,0.2915,0.11058,LRRN3
XP_004862227.1,ENSP00000356170,87.56,88.34,0.0594,0.5373,0.11054,ETNK2
XP_004851004.1,ENSP00000207457,90,89.15,0.0489,0.4425,0.11053,TEKT2
XP_004859511.1,ENSP00000462945,97.72,96.68,0.0107,0.0967,0.11052,MSL1
XP_004860195.1,ENSP00000381220,84.85,82.66,0.0854,0.7732,0.11052,HDDC2
XP_004841896.1,ENSP00000302843,93.02,91.34,0.0338,0.3063,0.11051,DNAJC18
XP_004874480.1,ENSP00000367102,81.93,83.15,0.0974,0.8812,0.11051,SLC22A6
XP_004847118.1,ENSP00000259874,78.57,80.95,0.1234,1.1165,0.11049,IER3
XP_004845307.1,ENSP00000366863,91.57,89.65,0.0416,0.3762,0.11048,TBC1D4
XP_004857496.1,ENSP00000250124,92.31,87.99,0.0464,0.4203,0.11048,MPDU1
XP_004838052.1,ENSP00000287387,90.24,89.27,0.0465,0.4211,0.11047,WDYHV1
XP_004867314.1,ENSP00000400646,91.57,90.63,0.041,0.3716,0.11045,PNPT1
XP_004836610.1,ENSP00000243389,86.95,87.16,0.0669,0.6057,0.11042,SLC36A1
XP_004839542.1,ENSP00000397947,95.38,92.81,0.0264,0.2393,0.11036,PLEKHA8
XP_004850948.1,ENSP00000346921,92.89,90.38,0.0354,0.3207,0.11029,AK2
XP_004835176.1,ENSP00000379506,89.3,85.12,0.063,0.5709,0.11028,RPL14
XP_004843983.1,ENSP00000313422,89.45,88.07,0.0554,0.5028,0.11028,ARL6IP4
XP_004856832.1,ENSP00000338885,93.48,90.98,0.0335,0.3039,0.11025,C2CD2L
XP_004869049.1,ENSP00000314036,87.04,85.27,0.0702,0.637,0.11025,AGPAT4
XP_004843970.1,ENSP00000380544,87.93,86.78,0.0676,0.613,0.11022,OGFOD2
XP_004839504.1,ENSP00000385216,95.69,93.63,0.0223,0.2025,0.11021,NCOA1
XP_004852198.1,ENSP00000345193,89.29,86.19,0.0608,0.5516,0.1102,SHANK2
XP_004840640.1,ENSP00000364902,91.49,89.18,0.0453,0.4114,0.11016,POFUT1
XP_004848495.1,ENSP00000427900,89.05,85.36,0.0634,0.5761,0.11006,KIF13B
XP_004865930.1,ENSP00000330264,82.4,82.5,0.0999,0.9083,0.11001,TMPRSS9
XP_004871322.1,ENSP00000357175,91.93,88.78,0.0439,0.399,0.11,ETV3
XP_004866491.1,ENSP00000358953,92.28,90.29,0.0421,0.3826,0.10999,CUEDC2
XP_004875380.1,ENSP00000302978,96.53,95.02,0.0167,0.1517,0.10998,SPRY3
XP_004840915.1,ENSP00000439128,76.67,78.89,0.126,1.146,0.10997,BANF2
XP_004864279.1,ENSP00000309142,90.97,88.62,0.0462,0.4206,0.10997,PDE12
XP_004854807.1,ENSP00000338785,91.63,89.5,0.041,0.3732,0.10993,STARD13
XP_004858720.1,ENSP00000289902,93.02,90.31,0.0346,0.3149,0.10993,FCER1G
XP_004851851.1,ENSP00000416606,85.94,84.38,0.0806,0.7336,0.10991,FSHB
XP_004864585.1,ENSP00000273075,90.32,89.05,0.048,0.4366,0.10989,DNPEP
XP_004861054.1,ENSP00000306760,83,85.28,0.0889,0.8087,0.10986,LRRC45
XP_004861404.1,ENSP00000267101,93.47,90.8,0.034,0.3092,0.10986,ERBB3
XP_004874330.1,ENSP00000005286,81.24,82.24,0.1023,0.9314,0.10985,TMEM132A
XP_004872060.1,ENSP00000365401,90.23,88.38,0.0501,0.4565,0.10984,CCDC22
XP_004838426.1,ENSP00000369375,93.2,90.49,0.036,0.3274,0.10983,TEK
XP_004855561.1,ENSP00000290401,96.22,94.96,0.0186,0.1691,0.10981,NPTN
XP_004844530.1,ENSP00000233969,89.89,85.31,0.0628,0.5718,0.10977,SLC9A2
XP_004837608.1,ENSP00000388184,87.4,86.85,0.066,0.6012,0.10975,SLC6A12
XP_004854134.1,ENSP00000271636,86.31,86.54,0.069,0.6284,0.10974,CGN
XP_004850580.1,ENSP00000363827,88.13,87.04,0.0614,0.5596,0.10973,HSPG2
XP_004869312.1,ENSP00000346890,94.51,92.3,0.0285,0.2602,0.10973,NRD1
XP_004870373.1,ENSP00000225275,87.07,87.25,0.0671,0.6117,0.1097,MPO
XP_004841430.1,ENSP00000359707,97.39,94.49,0.02,0.1823,0.10969,SAMD13
XP_004863640.1,ENSP00000366015,86.63,88.66,0.061,0.5558,0.10969,ANGPTL7
XP_004857877.1,ENSP00000282538,93.64,91.25,0.033,0.3011,0.10967,GADL1
XP_004842398.1,ENSP00000320768,89.34,83.59,0.079,0.7202,0.10965,RCAN1
XP_004872284.1,ENSP00000155093,92.74,91.28,0.0353,0.3217,0.10957,ZFY
XP_004849391.1,ENSP00000362485,93.37,89.68,0.0388,0.3538,0.10956,GARNL3
XP_004835510.1,ENSP00000316950,93.6,90.86,0.0383,0.3499,0.10955,MYEF2
XP_004867843.1,ENSP00000355330,85.3,86.8,0.0735,0.6714,0.10953,TGM2
XP_004853469.1,ENSP00000356671,89.32,87.22,0.0569,0.5197,0.10949,SERPINC1
XP_004863914.1,ENSP00000307887,81.29,83.53,0.1013,0.9254,0.10948,MXRA8
XP_004836766.1,ENSP00000354453,91.5,90.7,0.0422,0.3855,0.10945,ZFP2
XP_004837228.1,ENSP00000238616,95.59,93.34,0.0228,0.2084,0.10943,NEK9
XP_004846850.1,ENSP00000363640,94.36,91.65,0.03,0.274,0.10937,PHF1
XP_004857307.1,ENSP00000341346,87.56,86.36,0.0632,0.5783,0.10937,TEKT1
XP_004839529.1,ENSP00000340943,88.32,87.27,0.0677,0.6191,0.10934,CRHR2
XP_004868737.1,ENSP00000385025,91.87,89.59,0.0416,0.3808,0.10933,SMCR8
XP_004859246.1,ENSP00000468500,77.26,79.27,0.1445,1.3216,0.10932,GFAP
XP_004868833.1,ENSP00000320543,91.87,88.7,0.0436,0.3987,0.10932,EPN2
XP_004863026.1,ENSP00000228515,92.82,90.61,0.0359,0.3281,0.1093,CSRNP2
XP_004865018.1,ENSP00000345848,90.46,91.84,0.0407,0.3727,0.10929,ANP32B
XP_004847922.1,ENSP00000297792,90.8,87.17,0.054,0.4939,0.10926,KDM1B
XP_004872882.1,ENSP00000262056,95.06,93.56,0.0229,0.2098,0.10926,EIF4B
XP_004864997.1,ENSP00000417764,91.59,88.38,0.0446,0.4085,0.10924,ALG2
XP_004853048.1,ENSP00000296741,90.23,87.35,0.0528,0.484,0.10918,ENPP6
XP_004872718.1,ENSP00000362773,94.66,92.88,0.0256,0.2342,0.10916,PIN4
XP_004851382.1,ENSP00000365014,83.97,87.39,0.0753,0.69,0.10915,NXNL2
XP_004860901.1,ENSP00000340864,80.07,83.75,0.0967,0.8858,0.10914,C1QTNF1
XP_004858964.1,ENSP00000446271,94.17,91.79,0.0307,0.2815,0.10909,LSM14A
XP_004870460.1,ENSP00000251312,92.69,90,0.0434,0.3976,0.10906,DHRS11
XP_004850224.1,ENSP00000429015,93.42,88.01,0.0464,0.4258,0.10904,ANKRD46
XP_004839980.1,ENSP00000223369,90.91,89.23,0.0428,0.393,0.10901,YKT6
XP_004872633.1,ENSP00000378635,95.09,92.13,0.0275,0.2519,0.10901,DRP2
XP_004850772.1,ENSP00000363136,94.24,92.22,0.0299,0.2744,0.10899,GPR3
XP_004874687.1,ENSP00000360366,83.84,84.18,0.0956,0.8775,0.10899,ACOT11
XP_004839465.1,ENSP00000233146,94.43,91.9,0.0307,0.2814,0.10894,MSH2
XP_004874826.1,ENSP00000365725,91.71,88.11,0.0479,0.4398,0.10892,ABHD12
XP_004855857.1,ENSP00000370849,87.48,85.42,0.0695,0.6386,0.1089,ITPRIPL2
XP_004864757.1,ENSP00000262300,88.78,86.26,0.0596,0.5475,0.1089,PKMYT1
XP_004872877.1,ENSP00000257974,85.85,86.12,0.0707,0.6493,0.1089,KRT82
XP_004865002.1,ENSP00000297837,91.03,88.58,0.0461,0.4231,0.10889,ANKS6
XP_004845347.1,ENSP00000353945,90.16,88.21,0.053,0.487,0.10888,CPT1B
XP_004852380.1,ENSP00000366098,93.17,91.13,0.0346,0.3176,0.10882,YIF1A
XP_004845365.1,ENSP00000424381,82.41,82.79,0.1007,0.9259,0.1088,LMF2
XP_004853195.1,ENSP00000311121,93.6,92.13,0.0317,0.2918,0.10879,PSMA8
XP_004860942.1,ENSP00000458715,79.84,83.68,0.1065,0.9789,0.10879,CARD14
XP_004872457.1,ENSP00000264834,79.26,80.49,0.1163,1.0692,0.10879,KLF1
XP_004841426.1,ENSP00000359688,93.7,92.07,0.0311,0.2865,0.10868,RPF1
XP_004857570.1,ENSP00000392812,90.32,88.19,0.0504,0.4638,0.10865,PIK3R5
XP_004854731.1,ENSP00000271971,86.09,84.78,0.0715,0.6583,0.10864,CAPN9
XP_004845188.1,ENSP00000309572,71.33,76.99,0.1685,1.5506,0.10863,TERT
XP_004870088.1,ENSP00000243347,92.78,90.61,0.0365,0.3357,0.10858,TNFAIP6
XP_004853702.1,ENSP00000251337,93.41,90.64,0.0366,0.3372,0.10857,GNAT2
XP_004842108.1,ENSP00000428756,95.79,94.62,0.02,0.1842,0.10852,STAU2
XP_004844113.1,ENSP00000043402,87.29,84.89,0.0709,0.6532,0.10849,RTN4R
XP_004855001.1,ENSP00000377871,95.92,93.83,0.0208,0.1919,0.10849,SPRY1
XP_004857529.1,ENSP00000315167,85.88,86.12,0.0707,0.6522,0.10846,ALOX12B
XP_004870865.1,ENSP00000435637,93.82,91.61,0.0314,0.2897,0.10842,CNTN5
XP_004839640.1,ENSP00000408617,95.88,93.6,0.0212,0.1953,0.1084,HDAC9
XP_004864715.1,ENSP00000306390,82.7,82.35,0.0974,0.8989,0.10838,PRSS27
XP_004867799.1,ENSP00000361214,94.81,92.84,0.0254,0.2347,0.10837,NRG3
XP_004868493.1,ENSP00000385885,78.41,81.44,0.1167,1.0766,0.10835,DUSP28
XP_004848283.1,ENSP00000305069,74.17,72.94,0.1604,1.4806,0.10834,TMEM192
XP_004874450.1,ENSP00000301785,89.99,87.6,0.0547,0.5046,0.10832,HNRNPUL2
XP_004838643.1,ENSP00000360031,90.32,88.1,0.0505,0.4668,0.10829,RRP12
XP_004835641.1,ENSP00000298310,94.14,92.68,0.0298,0.2749,0.10828,NEMF
XP_004834597.1,ENSP00000376532,94.56,92.45,0.0272,0.2516,0.10827,B3GALNT1
XP_004850639.1,ENSP00000363573,94.54,89.8,0.0445,0.4112,0.10824,SRSF10
XP_004857383.1,ENSP00000320347,93.67,91.63,0.0331,0.3062,0.10824,ZFP3
XP_004866141.1,ENSP00000417914,93.19,89.99,0.0355,0.3283,0.10817,ASB11
XP_004837525.1,ENSP00000451974,78.47,79.35,0.1278,1.1819,0.10816,XRCC3
XP_004850362.1,ENSP00000276651,85.74,83.01,0.0792,0.7321,0.10815,DPYS
XP_004849246.1,ENSP00000291906,87.95,87.46,0.0612,0.5659,0.10814,PKN3
XP_004840729.1,ENSP00000370589,92.91,89.47,0.0413,0.3817,0.10811,NOP56
XP_004845918.1,ENSP00000441832,93.25,91.65,0.0317,0.2938,0.10801,GPR19
XP_004840618.1,ENSP00000385757,92.42,89.05,0.041,0.3797,0.10796,BLVRA
XP_004849985.1,ENSP00000387219,93.68,91.83,0.0313,0.2898,0.10793,NFU1
XP_004875508.1,ENSP00000296412,93.58,91.18,0.0334,0.3092,0.10792,ADH5
XP_004866922.1,ENSP00000323511,86.76,86.24,0.0657,0.6093,0.1079,PNKP
XP_004859638.1,ENSP00000006101,88.35,86.25,0.0665,0.6164,0.10784,COPZ2
XP_004850304.1,ENSP00000297578,89.49,85.14,0.0583,0.5404,0.10783,SLC25A32
XP_004864977.1,ENSP00000262455,94.83,94.25,0.0228,0.2111,0.10781,ERP44
XP_004869494.1,ENSP00000438115,89.72,84.19,0.0724,0.6716,0.10776,COPS7A
XP_004834439.1,ENSP00000336831,95.87,94.12,0.021,0.1953,0.10772,PLS1
XP_004835859.1,ENSP00000261867,81.37,76.65,0.1197,1.1113,0.10771,SLC30A4
XP_004844091.1,ENSP00000204726,83.04,83.18,0.0954,0.8864,0.10763,GOLGA3
XP_004844792.1,ENSP00000365830,77.88,79.01,0.1319,1.2253,0.10763,SOWAHC
XP_004871171.1,ENSP00000378588,96.63,95.13,0.016,0.1485,0.10762,TIMM9
XP_004854270.1,ENSP00000374268,93.44,91.4,0.0324,0.3009,0.10758,GXYLT2
XP_004858481.1,ENSP00000299721,93.13,92.5,0.0313,0.2906,0.10757,CPLX4
XP_004846651.1,ENSP00000362097,87.46,85.64,0.0701,0.6521,0.10755,USP49
XP_004855062.1,ENSP00000310688,94.18,92.02,0.0297,0.2762,0.10751,ABCD2
XP_004841134.1,ENSP00000217185,80.27,84.41,0.0998,0.9282,0.1075,PTK6
XP_004855834.1,ENSP00000379643,88.96,84.68,0.067,0.6238,0.10749,NDE1
XP_004850936.1,ENSP00000362576,94.13,91.22,0.0319,0.297,0.10744,YARS
XP_004873532.1,ENSP00000248071,75.76,81.44,0.1209,1.1251,0.10743,KLF2
XP_004834719.1,ENSP00000410926,86.85,82.71,0.0753,0.7016,0.10738,LMLN
XP_004864135.1,ENSP00000388910,93.53,89.37,0.0374,0.3481,0.10735,NFATC4
XP_004852678.1,ENSP00000344430,88.99,85.46,0.0793,0.7388,0.10733,IFITM10
XP_004861505.1,ENSP00000387233,31.86,46.61,0.7944,7.401,0.10733,ANKRD44
XP_004867178.1,ENSP00000471454,88.06,87.8,0.0618,0.5761,0.10733,CCDC61
XP_004855669.1,ENSP00000391167,94.49,93.11,0.0269,0.2511,0.10723,DENND4A
XP_004864963.1,ENSP00000337816,86.1,85.15,0.0756,0.7049,0.10722,MMP25
XP_004842314.1,ENSP00000382791,93.06,89,0.0439,0.4097,0.10717,GRIK1
XP_004851064.1,ENSP00000362105,95.26,92.75,0.026,0.2429,0.10717,UTP11L
XP_004837530.1,ENSP00000330601,80.73,83.62,0.1024,0.956,0.10716,HHIPL1
XP_004851007.1,ENSP00000380901,94.43,88.95,0.0344,0.3214,0.10712,COL8A2
XP_004852240.1,ENSP00000265641,84.84,83.46,0.0809,0.7551,0.10711,CPT1A
XP_004870329.1,ENSP00000262406,90.76,88.72,0.0483,0.4513,0.10711,RGS9
XP_004837565.1,ENSP00000260102,93.58,90.77,0.0347,0.3242,0.107,MRPL15
XP_004836642.1,ENSP00000265343,95.08,93.47,0.0238,0.2228,0.10697,AFF4
XP_004844709.1,ENSP00000420176,94.02,90.88,0.0312,0.2917,0.10697,POLE4
XP_004846682.1,ENSP00000244565,84.94,84.43,0.0822,0.7687,0.10696,UNC5CL
XP_004849396.1,ENSP00000362469,86.97,88.1,0.0625,0.5845,0.1069,SLC2A8
XP_004852459.1,ENSP00000319726,87.07,86.42,0.0766,0.7166,0.10687,FRMD8
XP_004852679.1,ENSP00000155858,83.95,84.61,0.0872,0.8165,0.10686,TRPM5
XP_004859376.1,ENSP00000309432,87.26,84.81,0.0664,0.622,0.10682,FAM134C
XP_004856606.1,ENSP00000311344,94.01,90.68,0.0329,0.3083,0.1068,PPP2R1B
XP_004847418.1,ENSP00000344432,82.5,83.63,0.0893,0.8368,0.10673,DOK7
XP_004858996.1,ENSP00000320038,92.81,89.11,0.0396,0.371,0.1067,ARHGAP33
XP_004860046.1,ENSP00000384169,82.89,83.4,0.0913,0.8558,0.10668,FBLN2
XP_004873049.1,ENSP00000269967,88.34,86.49,0.0661,0.6193,0.10668,CCDC97
XP_004849922.1,ENSP00000258098,88.54,87.56,0.0592,0.5549,0.10665,RAB11FIP5
XP_004854566.1,ENSP00000173527,94.97,91.05,0.0316,0.2961,0.1066,ISOC1
XP_004846048.1,ENSP00000349446,84.85,79.8,0.0929,0.8714,0.10659,ARG1
XP_004850076.1,ENSP00000367697,93.12,90.45,0.0349,0.3277,0.10657,ATP6AP2
XP_004863469.1,ENSP00000299441,93.84,89.76,0.034,0.3187,0.10656,DCHS1
XP_004843849.1,ENSP00000345492,84.02,84.02,0.0826,0.7758,0.10651,SH2B3
XP_004849453.1,ENSP00000259457,94.58,92.42,0.0262,0.2462,0.1065,PSMB7
XP_004853948.1,ENSP00000234739,96.7,94.53,0.0169,0.1591,0.10647,BCL9
XP_004867058.1,ENSP00000201586,77.31,83.28,0.1108,1.0411,0.10643,SULT2B1
XP_004863334.1,ENSP00000386722,96.62,94.91,0.0168,0.1578,0.1064,FCHSD2
XP_004836815.1,ENSP00000261937,85.3,86.65,0.0743,0.6983,0.10638,FLT4
XP_004834845.1,ENSP00000316881,88.58,85,0.0634,0.5965,0.10636,LEPREL1
XP_004869186.1,ENSP00000260563,93.85,92.23,0.0304,0.2857,0.10629,RTCA
XP_004874852.1,ENSP00000276198,92.79,89.16,0.0411,0.3868,0.10623,HTR2C
XP_004855408.1,ENSP00000313983,94.92,92.72,0.026,0.2451,0.10619,WHSC1L1
XP_004858641.1,ENSP00000365351,90.69,88.39,0.0471,0.4439,0.10618,ITGBL1
XP_004866217.1,ENSP00000380921,94.74,92.23,0.0265,0.2494,0.10616,SH3KBP1
XP_004870502.1,ENSP00000170447,86.06,83.73,0.076,0.7158,0.10615,MKRN2
XP_004867881.1,ENSP00000345292,95.2,92.62,0.0248,0.234,0.10613,NDRG3
XP_004857537.1,ENSP00000314420,92.75,89.76,0.0378,0.3567,0.10611,PER1
XP_004841323.1,ENSP00000359356,95.54,93.85,0.0219,0.2063,0.1061,EVI5
XP_004862575.1,ENSP00000366109,89.02,86.99,0.0543,0.5115,0.1061,ANXA1
XP_004870090.1,ENSP00000320219,91.06,88.31,0.0468,0.4416,0.10608,ARSJ
XP_004871714.1,ENSP00000394734,90.29,88.5,0.0495,0.4664,0.10607,CLK1
XP_004873755.1,ENSP00000219479,85.03,85.38,0.0753,0.71,0.106,NME4
XP_004834564.1,ENSP00000295926,94.29,91.17,0.0329,0.3109,0.10594,CCNL1
XP_004865981.1,ENSP00000170168,81.58,82.9,0.0982,0.9277,0.10585,REXO1
XP_004874719.1,ENSP00000072644,94.44,92.16,0.0273,0.2576,0.10582,YIPF1
XP_004872965.1,ENSP00000395461,90.72,87.86,0.0501,0.4735,0.1058,BTBD19
XP_004866724.1,ENSP00000414202,86.16,86.28,0.0745,0.7041,0.10579,PPP6R1
XP_004858024.1,ENSP00000261037,95.16,90.86,0.0281,0.2659,0.10575,COL8A1
XP_004851750.1,ENSP00000435585,81.72,81.48,0.1213,1.1478,0.10571,EPS8L2
XP_004870110.1,ENSP00000297689,86.8,83.55,0.0712,0.674,0.10571,NFIL3
XP_004840871.1,ENSP00000246070,92.86,90.12,0.0373,0.3525,0.1057,LAMP5
XP_004849852.1,ENSP00000421169,93.64,91.65,0.0274,0.2592,0.10569,BEND4
XP_004857458.1,ENSP00000328352,90.95,87.36,0.0492,0.4657,0.10568,KCTD11
XP_004872562.1,ENSP00000215565,83.94,86.13,0.0854,0.8079,0.10568,NDUFB7
XP_004863843.1,ENSP00000367668,82.5,85.33,0.0911,0.8617,0.10567,MMEL1
XP_004843499.1,ENSP00000384996,89.57,88.45,0.052,0.4919,0.10566,TBC1D10A
XP_004845555.1,ENSP00000215980,86.11,86.67,0.0732,0.6927,0.10563,CENPM
XP_004840288.1,ENSP00000323148,91.46,88.79,0.0436,0.4128,0.10561,ZKSCAN1
XP_004860704.1,ENSP00000245544,91.45,88.5,0.0452,0.4277,0.10561,NUP85
XP_004844927.1,ENSP00000447149,89.17,84.78,0.0691,0.6545,0.10559,NR1H4
XP_004859716.1,ENSP00000240333,95.65,92.96,0.0243,0.2303,0.10559,SLC35B1
XP_004856812.1,ENSP00000384144,92.27,89.52,0.0406,0.3846,0.10556,HYOU1
XP_004835222.1,ENSP00000349961,93.15,91.96,0.0321,0.3043,0.10555,SMC4
XP_004834102.1,ENSP00000296456,92.76,90.07,0.0377,0.3572,0.10551,APEH
XP_004854499.1,ENSP00000262461,94.69,92.52,0.0264,0.2505,0.1055,SLC12A2
XP_004860771.1,ENSP00000207549,88.9,88.2,0.0578,0.5475,0.1055,UNC13D
XP_004852126.1,ENSP00000304226,95.62,93.69,0.0228,0.2163,0.10549,HIPK3
XP_004853813.1,ENSP00000358617,95.01,93.39,0.0242,0.2291,0.10549,PHTF1
XP_004834330.1,ENSP00000397598,91.68,90.17,0.0425,0.4028,0.10547,KY
XP_004846345.1,ENSP00000361932,88.82,86.38,0.0618,0.5866,0.10542,FUT11
XP_004848409.1,ENSP00000370253,85.53,86.16,0.0678,0.6434,0.10539,NKX3-1
XP_004875231.1,ENSP00000286428,93.4,91.37,0.0348,0.3301,0.10539,VBP1
XP_004867612.1,ENSP00000306523,86.09,84.02,0.0753,0.7142,0.10537,INSM2
XP_004845193.1,ENSP00000323549,72.74,77.29,0.1596,1.5147,0.10534,SLC6A18
XP_004865344.1,ENSP00000406482,92.28,89.63,0.0396,0.3757,0.10533,THSD7A
XP_004874240.1,ENSP00000291823,82.6,84.07,0.0932,0.8847,0.10533,HIPK4
XP_004848670.1,ENSP00000371362,95.15,92.3,0.0259,0.246,0.10531,NADK2
XP_004835133.1,ENSP00000292246,87.13,83.46,0.0731,0.6946,0.10523,ANO10
XP_004856450.1,ENSP00000438248,92.06,89.31,0.049,0.4657,0.1052,CALU
XP_004846507.1,ENSP00000275015,84.16,81.62,0.0929,0.8832,0.10519,NFKBIE
XP_004875006.1,ENSP00000442736,84.91,85.1,0.079,0.7513,0.10517,PLXNB3
XP_004847422.1,ENSP00000339381,82.24,81.08,0.099,0.9417,0.10514,RGS12
XP_004863744.1,ENSP00000054666,91,87.33,0.0527,0.5014,0.10514,VAMP3
XP_004843619.1,ENSP00000381364,91.92,89.08,0.0424,0.4039,0.10509,CABIN1
XP_004839168.1,ENSP00000384092,80.38,84.65,0.1017,0.9689,0.10498,POMC
XP_004868842.1,ENSP00000454919,89.54,87.74,0.0527,0.5021,0.10495,RNF112
XP_004865916.1,ENSP00000315136,79.68,81.67,0.1059,1.0093,0.10494,APBA3
XP_004856267.1,ENSP00000297679,86.18,85.91,0.0714,0.6806,0.10493,HSD3B7
XP_004856868.1,ENSP00000312672,93.88,91.7,0.0296,0.2824,0.10493,TMEM136
XP_004839918.1,ENSP00000413025,88.72,89.72,0.0528,0.5035,0.10491,IKZF1
XP_004843161.1,ENSP00000400482,91.76,90.48,0.0383,0.3649,0.10488,CMTM3
XP_004843646.1,ENSP00000261739,94.24,92.09,0.0281,0.2678,0.10488,ANKRD13A
XP_004873050.1,ENSP00000221930,89.49,88.72,0.0557,0.5316,0.10486,TGFB1
XP_004842909.1,ENSP00000219368,85.75,87.54,0.068,0.6485,0.10485,FA2H
