SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004845730.1,ENSMUSP00000017086,84.91,83.94,0.0798,0.8185,0.09751,Tmprss6
XP_004842052.1,ENSMUSP00000029049,86.84,83.04,0.0778,0.7986,0.09748,Chmp4c
XP_004858866.1,ENSMUSP00000032705,86.01,83.72,0.0756,0.7761,0.09744,Rhpn2
XP_004842675.1,ENSMUSP00000056485,88.02,84.96,0.0641,0.6575,0.09743,Tcf25
XP_004855964.1,ENSMUSP00000033198,90.42,86.9,0.0515,0.5283,0.09742,Crym
XP_004851410.1,ENSMUSP00000099071,93.09,88.64,0.0418,0.4289,0.09741,Dgki
XP_004835587.1,ENSMUSP00000022378,89.44,86.06,0.0552,0.5669,0.09739,Ero1l
XP_004836513.1,ENSMUSP00000058111,85.49,85.23,0.0729,0.7484,0.09739,Ccnjl
XP_004850869.1,ENSMUSP00000070709,87.22,83.96,0.0776,0.7973,0.09738,Fabp3
XP_004874330.1,ENSMUSP00000025645,79.42,78.92,0.1238,1.2714,0.09734,Tmem132a
XP_004839727.1,ENSMUSP00000131158,93,90.27,0.0365,0.3753,0.09732,Hbp1
XP_004866050.1,ENSMUSP00000019708,81.45,78.02,0.1175,1.208,0.09731,Arid3a
XP_004855060.1,ENSMUSP00000104906,89.01,84.51,0.061,0.6266,0.0973,Slc2a13
XP_004859869.1,ENSMUSP00000018522,87.53,86.03,0.0632,0.6494,0.09729,Cuedc1
XP_004870874.1,ENSMUSP00000022728,85,81.29,0.0801,0.8236,0.09729,Gpr180
XP_004860779.1,ENSMUSP00000102047,86.84,85.09,0.0663,0.6818,0.09728,Mrpl38
XP_004842899.1,ENSMUSP00000076964,85.61,81.56,0.0881,0.9054,0.09726,Zfp1
XP_004841556.1,ENSMUSP00000079553,92.68,87.97,0.0413,0.4246,0.09725,Sgip1
XP_004869273.1,ENSMUSP00000037018,85.32,82.57,0.0807,0.8295,0.09725,Fgg
XP_004855655.1,ENSMUSP00000036285,90.47,88.78,0.0485,0.4986,0.09724,Smad6
XP_004848089.1,ENSMUSP00000063050,87.26,83.92,0.0707,0.7273,0.09723,Ccdc158
XP_004872162.1,ENSMUSP00000070413,86.4,85.64,0.0669,0.6882,0.09721,Dnaja4
XP_004838407.1,ENSMUSP00000061092,91.49,87.83,0.0449,0.4615,0.0972,Mtap
XP_004840650.1,ENSMUSP00000123090,88.51,86.52,0.0567,0.584,0.09717,Dusp15
XP_004867274.1,ENSMUSP00000092416,84.36,80.63,0.0952,0.9795,0.09717,Gltscr1
XP_004845313.1,ENSMUSP00000022650,88.49,85.76,0.0607,0.6248,0.09714,Pibf1
XP_004871333.1,ENSMUSP00000029684,89.4,86.25,0.0558,0.574,0.09714,Scamp3
XP_004841570.1,ENSMUSP00000030254,89.31,85.75,0.055,0.5659,0.09712,Leprot
XP_004865249.1,ENSMUSP00000127395,89.62,87.2,0.0521,0.5367,0.09709,Pogk
XP_004856206.1,ENSMUSP00000032912,78.31,77.06,0.1342,1.3822,0.09707,Qprt
XP_004858829.1,ENSMUSP00000044002,86.88,82.74,0.0773,0.7966,0.09704,Vstm2b
XP_004874465.1,ENSMUSP00000010241,89.92,85.75,0.0545,0.5614,0.097,Nxf1
XP_004846651.1,ENSMUSP00000024779,87.91,86.22,0.0617,0.6359,0.09699,Usp49
XP_004854108.1,ENSMUSP00000015841,90.92,87.95,0.0455,0.4691,0.09699,Setdb1
XP_004862562.1,ENSMUSP00000100059,89.65,85.94,0.0559,0.5767,0.09697,Ufl1
XP_004869728.1,ENSMUSP00000115672,91.8,88.8,0.0399,0.4119,0.09695,Aamdc
XP_004838657.1,ENSMUSP00000026172,87.8,86.08,0.0598,0.6174,0.09693,Ankrd2
XP_004856502.1,ENSMUSP00000031707,89.09,85.13,0.0579,0.5978,0.09691,Aass
XP_004858626.1,ENSMUSP00000064500,90.44,87.05,0.0506,0.5224,0.09691,Kdelc1
XP_004871197.1,ENSMUSP00000088451,91.91,88.92,0.0403,0.416,0.09691,Ash1l
XP_004863443.1,ENSMUSP00000079932,93.07,90.15,0.0347,0.3577,0.0969,Apbb1
XP_004857459.1,ENSMUSP00000001631,91.62,87.12,0.0468,0.4828,0.09684,Acap1
XP_004857537.1,ENSMUSP00000021271,92.81,88.38,0.0404,0.417,0.09683,Per1
XP_004852071.1,ENSMUSP00000038204,89.56,86.91,0.0532,0.5498,0.09681,Rag2
XP_004856211.1,ENSMUSP00000132963,91.12,86.98,0.0504,0.5208,0.09681,Cd2bp2
XP_004857518.1,ENSMUSP00000018614,90.84,87.29,0.0464,0.4793,0.09681,Kcnab3
XP_004852141.1,ENSMUSP00000121203,82.44,79.76,0.1138,1.1759,0.09678,Ctsd
XP_004855159.1,ENSMUSP00000026485,91.89,87.26,0.0447,0.4616,0.09676,Hdhd2
XP_004861914.1,ENSMUSP00000132117,94.12,91.12,0.0313,0.3238,0.09676,Wac
XP_004867278.1,ENSMUSP00000069765,78.03,78.03,0.128,1.3231,0.09674,Nanos2
XP_004874420.1,ENSMUSP00000025554,36.26,52.01,0.631,6.5226,0.09674,Scgb1a1
XP_004845437.1,ENSMUSP00000023019,88.01,84.25,0.0676,0.6991,0.09671,Trmu
XP_004856119.1,ENSMUSP00000081636,86.5,83.22,0.0755,0.781,0.09671,Cln3
XP_004842398.1,ENSMUSP00000060394,88.83,81.73,0.0831,0.8602,0.09666,Rcan1
XP_004867485.1,ENSMUSP00000047164,76.96,77.71,0.1294,1.3388,0.09666,Capn8
XP_004867035.1,ENSMUSP00000033098,82.95,79.9,0.1032,1.0684,0.09661,Bcat2
XP_004838040.1,ENSMUSP00000105783,89.77,87.12,0.0547,0.5668,0.09655,Tatdn1
XP_004839529.1,ENSMUSP00000003568,85.85,84.55,0.0788,0.8158,0.09654,Crhr2
XP_004845327.1,ENSMUSP00000130851,91.29,86.32,0.0544,0.5632,0.09653,Cdh18
XP_004855347.1,ENSMUSP00000038181,90.55,87.27,0.0488,0.5052,0.09653,Kat6a
XP_004866849.1,ENSMUSP00000004587,81.37,80.75,0.1109,1.1491,0.09653,Clec11a
XP_004852976.1,ENSMUSP00000034060,91.31,86.57,0.0477,0.4942,0.09652,Sh3rf1
XP_004842724.1,ENSMUSP00000015171,84.81,82.44,0.0846,0.8774,0.09648,Galns
XP_004866208.1,ENSMUSP00000033652,92.15,87.77,0.0437,0.4533,0.09648,Phka2
XP_004862979.1,ENSMUSP00000000542,85.46,83.47,0.0808,0.8373,0.09646,Acvrl1
XP_004835843.1,ENSMUSP00000023312,91.21,87.99,0.0456,0.4725,0.09645,Alcam
XP_004840729.1,ENSMUSP00000099487,92.23,86.59,0.0509,0.5284,0.09642,Nop56
XP_004855708.1,ENSMUSP00000136914,97.88,96.65,0.01,0.1034,0.09641,Oaz2
XP_004854123.1,ENSMUSP00000005923,92.4,88.21,0.0425,0.4408,0.09638,Psmb4
XP_004863170.1,ENSMUSP00000023119,86.9,86.03,0.0656,0.6814,0.09635,Vdr
XP_004845823.1,ENSMUSP00000032421,90.14,87.32,0.0506,0.5248,0.09634,St8sia1
XP_004871305.1,ENSMUSP00000029712,83.58,82.5,0.0922,0.9569,0.09634,Ntrk1
XP_004845091.1,ENSMUSP00000044069,91.78,88.62,0.042,0.436,0.09633,Zfc3h1
XP_004870135.1,ENSMUSP00000021820,92.23,89.37,0.0388,0.4032,0.09633,Aspn
XP_004846895.1,ENSMUSP00000084772,92.48,86.32,0.0439,0.4563,0.09632,Col11a2
XP_004863329.1,ENSMUSP00000055697,84.45,82.22,0.0883,0.9164,0.09632,P2ry6
XP_004869312.1,ENSMUSP00000068328,92.88,89.64,0.0384,0.3986,0.09626,Nrd1
XP_004858682.1,ENSMUSP00000043245,90.43,86.96,0.0487,0.5055,0.09624,Ubac2
XP_004839321.1,ENSMUSP00000024869,92.44,88.03,0.0417,0.4335,0.09621,Spast
XP_004875250.1,ENSMUSP00000033776,90.37,86.38,0.053,0.5512,0.09621,Dkc1
XP_004851594.1,ENSMUSP00000010451,90.3,87.48,0.0456,0.4744,0.0962,Tmem86a
XP_004835156.1,ENSMUSP00000077628,81.19,80.42,0.1055,1.0963,0.09619,Sec22c
XP_004834520.1,ENSMUSP00000088642,85.76,81.8,0.0847,0.881,0.09618,P2ry14
XP_004842810.1,ENSMUSP00000040245,87.03,87.34,0.0589,0.6121,0.09618,Irf8
XP_004871329.1,ENSMUSP00000035417,87.48,81.77,0.0853,0.887,0.09616,Pklr
XP_004850772.1,ENSMUSP00000101531,90.61,87.98,0.0484,0.5035,0.09615,Gpr3
XP_004851404.1,ENSMUSP00000027168,92.01,87.11,0.0496,0.5162,0.09608,Raph1
XP_004843187.1,ENSMUSP00000034094,87.5,85.34,0.0605,0.6302,0.09605,Gins3
XP_004846173.1,ENSMUSP00000090293,83.72,82.65,0.0871,0.9074,0.09602,Soga3
XP_004841072.1,ENSMUSP00000015771,78.54,80.05,0.1133,1.1803,0.09601,Gata5
XP_004854870.1,ENSMUSP00000031646,86.36,83.88,0.0726,0.7564,0.09599,Rasl11a
XP_004852117.1,ENSMUSP00000028610,90.89,88.24,0.0465,0.484,0.09598,Cat
XP_004857877.1,ENSMUSP00000077694,88.65,84.79,0.0604,0.6296,0.09597,Gadl1
XP_004861805.1,ENSMUSP00000110751,89.16,85.31,0.0567,0.5907,0.09595,Fam171a1
XP_004847715.1,ENSMUSP00000134205,92.22,89.9,0.0371,0.3869,0.09591,Jarid2
XP_004858619.1,ENSMUSP00000093130,85.29,82.03,0.0826,0.8607,0.09591,Lig4
XP_004860868.1,ENSMUSP00000113628,79.81,81.22,0.11,1.1464,0.09591,Tmc8
XP_004861059.1,ENSMUSP00000026144,86.89,83.61,0.0738,0.7702,0.09588,Dcxr
XP_004847674.1,ENSMUSP00000100012,94.95,91.87,0.0266,0.2775,0.09587,E2f3
XP_004869538.1,ENSMUSP00000004381,85.83,83.92,0.0783,0.8162,0.09587,Lpcat3
XP_004860260.1,ENSMUSP00000061451,80.68,79.92,0.0942,0.9829,0.09586,Lyrm2
XP_004874880.1,ENSMUSP00000069228,94.69,92.75,0.0248,0.2588,0.09586,Zfand6
XP_004835651.1,ENSMUSP00000057905,91.63,87.71,0.0457,0.4763,0.09585,Mgat2
XP_004862691.1,ENSMUSP00000072428,91.65,88.59,0.0429,0.4475,0.09584,Aplp2
XP_004854270.1,ENSMUSP00000032157,87.33,84.77,0.0642,0.6704,0.09582,Gxylt2
XP_004835285.1,ENSMUSP00000063986,80.51,80.04,0.1154,1.2042,0.09581,Cx3cr1
XP_004859412.1,ENSMUSP00000102986,83.47,81.87,0.0919,0.9592,0.09581,Kcnh4
XP_004872014.1,ENSMUSP00000040342,86.43,81.65,0.0783,0.8169,0.0958,Pcsk1n
XP_004845733.1,ENSMUSP00000043061,82.83,83.61,0.0883,0.9224,0.09576,Mpst
XP_004844663.1,ENSMUSP00000070109,90.36,86.35,0.0521,0.5444,0.09575,Ggcx
XP_004867451.1,ENSMUSP00000053181,72.64,74.45,0.1781,1.8596,0.09575,Slc30a10
XP_004864695.1,ENSMUSP00000062344,90.12,86.65,0.0527,0.5504,0.09571,E4f1
XP_004858681.1,ENSMUSP00000061410,87.01,84.29,0.0672,0.7022,0.09567,Gpr18
XP_004847670.1,ENSMUSP00000055048,90.77,87.18,0.0478,0.4995,0.09565,Nrsn1
XP_004854988.1,ENSMUSP00000103791,89.79,85.87,0.0549,0.5744,0.09564,Bbs7
XP_004870616.1,ENSMUSP00000084041,86.68,84.32,0.0655,0.6853,0.09563,Pkd2
XP_004854323.1,ENSMUSP00000044227,90.47,87.03,0.0504,0.527,0.0956,Itga9
XP_004865726.1,ENSMUSP00000002445,82.17,78.69,0.1115,1.1663,0.0956,Ranbp3
XP_004870434.1,ENSMUSP00000044268,93.69,91.4,0.0312,0.3263,0.09555,Med13
XP_004871300.1,ENSMUSP00000114111,88.43,84.41,0.0607,0.6351,0.09552,Mrpl24
XP_004850978.1,ENSMUSP00000101714,93.35,91.34,0.0311,0.3254,0.09544,Zmym4
XP_004862748.1,ENSMUSP00000044877,92.37,91.24,0.0346,0.3622,0.09543,Bet1
XP_004865544.1,ENSMUSP00000010348,82.66,81.7,0.0935,0.9802,0.09543,Fdx1l
XP_004838990.1,ENSMUSP00000076157,91.04,87.25,0.0493,0.5162,0.09542,Zdhhc6
XP_004867921.1,ENSMUSP00000029147,91.13,86.7,0.0485,0.5087,0.09541,Nfs1
XP_004836445.1,ENSMUSP00000099879,92.74,89.37,0.0363,0.3804,0.09538,Ranbp17
XP_004863642.1,ENSMUSP00000017408,89.34,84.62,0.0624,0.6542,0.09537,Exosc10
XP_004872377.1,ENSMUSP00000028499,87,81.82,0.0794,0.832,0.09537,Itgav
XP_004837120.1,ENSMUSP00000068629,83.31,83.89,0.0876,0.9191,0.09536,Ccdc88c
XP_004862277.1,ENSMUSP00000035444,87.77,85.8,0.0628,0.6585,0.09535,Lgr6
XP_004863688.1,ENSMUSP00000101318,80.71,81.31,0.1029,1.0789,0.09533,Nmnat1
XP_004870327.1,ENSMUSP00000051331,89.86,86.61,0.0536,0.5621,0.09533,Axin2
XP_004853985.1,ENSMUSP00000046659,87.35,83.85,0.0668,0.7006,0.09532,Hfe2
XP_004871352.1,ENSMUSP00000103086,90.22,85.51,0.0589,0.6178,0.09531,Dpm3
XP_004864459.1,ENSMUSP00000089517,87.05,83.93,0.072,0.7557,0.0953,Sh3bp5
XP_004861863.1,ENSMUSP00000028100,91.61,87.07,0.0467,0.4901,0.09527,Epc1
XP_004846648.1,ENSMUSP00000108927,89.19,85.14,0.0598,0.6277,0.09522,Tomm6
XP_004844631.1,ENSMUSP00000066324,94.14,91.64,0.0301,0.3157,0.09521,Rnf103
XP_004842081.1,ENSMUSP00000054734,87.65,84.67,0.0632,0.664,0.09519,Zc2hc1a
XP_004844539.1,ENSMUSP00000092624,85.76,83.82,0.0747,0.7847,0.09519,Tgfbrap1
XP_004868619.1,ENSMUSP00000029382,90.81,88.2,0.0471,0.4951,0.09515,Ppid
XP_004839753.1,ENSMUSP00000123129,87.93,83.85,0.069,0.725,0.09514,Pus7
XP_004866570.1,ENSMUSP00000107579,81.97,80.39,0.1032,1.0843,0.09514,Kazald1
XP_004844435.1,ENSMUSP00000001166,85.45,84.47,0.0771,0.8104,0.09512,Cnnm3
XP_004874328.1,ENSMUSP00000039529,75.72,75.17,0.1621,1.7043,0.09511,Tmem109
XP_004835697.1,ENSMUSP00000125492,91.91,88.99,0.0409,0.4301,0.09507,Hgd
XP_004855290.1,ENSMUSP00000041361,90.67,86.76,0.0491,0.517,0.09505,Fhod3
XP_004839309.1,ENSMUSP00000068690,88.3,84.49,0.0629,0.6618,0.09504,Lclat1
XP_004874322.1,ENSMUSP00000085234,79.34,78.1,0.124,1.3054,0.09496,Ms4a15
XP_004846328.1,ENSMUSP00000055619,91.11,87.41,0.0458,0.4823,0.09495,Mrps16
XP_004852082.1,ENSMUSP00000004949,90.94,86.04,0.0532,0.56,0.09493,Traf6
XP_004841636.1,ENSMUSP00000029824,90.43,86.55,0.0512,0.5393,0.09492,Rpe65
XP_004862165.1,ENSMUSP00000072039,83.44,82.27,0.0874,0.9208,0.09491,Nuak2
XP_004845312.1,ENSMUSP00000005279,92.82,89.87,0.0371,0.3913,0.0949,Klf5
XP_004850916.1,ENSMUSP00000000421,93.66,91.54,0.0297,0.3127,0.0949,Tssk3
XP_004872584.1,ENSMUSP00000069443,90.99,86.88,0.0468,0.4933,0.09489,Wiz
XP_004857512.1,ENSMUSP00000055528,86.16,81.76,0.0815,0.8591,0.09488,Tmem88
XP_004867098.1,ENSMUSP00000043981,79.75,78.15,0.1215,1.2802,0.09488,Gltscr2
XP_004839827.1,ENSMUSP00000073612,79.3,77.02,0.1195,1.2596,0.09485,Sema3e
XP_004869332.1,ENSMUSP00000099785,95.02,92.28,0.0257,0.2712,0.09485,Faf1
XP_004873244.1,ENSMUSP00000003645,85.19,82.6,0.0798,0.8411,0.09484,Ercc1
XP_004861062.1,ENSMUSP00000026156,85.14,82.35,0.0844,0.8901,0.09482,Rfng
XP_004849747.1,ENSMUSP00000120632,88.97,84.85,0.0603,0.636,0.09478,Ppat
XP_004838495.1,ENSMUSP00000056027,89.24,85.95,0.0616,0.65,0.09477,Sigmar1
XP_004841543.1,ENSMUSP00000102471,88.21,85.42,0.0709,0.7476,0.09477,Mier1
XP_004872635.1,ENSMUSP00000044926,92.81,88.82,0.0384,0.4057,0.09471,Tmem35
XP_004858540.1,ENSMUSP00000130504,81.96,79.51,0.1099,1.1603,0.0947,Tmem255b
XP_004874668.1,ENSMUSP00000034052,88.89,86.21,0.0579,0.6116,0.09469,Anxa10
XP_004836685.1,ENSMUSP00000019050,88.97,84.74,0.0609,0.6436,0.09466,P4ha2
XP_004862924.1,ENSMUSP00000104938,90.06,86.6,0.0506,0.5343,0.09464,Nln
XP_004870373.1,ENSMUSP00000020779,87.74,85.42,0.0664,0.7017,0.09464,Mpo
XP_004840301.1,ENSMUSP00000106145,87.66,83.7,0.0675,0.714,0.09459,Hecw1
XP_004870049.1,ENSMUSP00000089758,96.02,93.66,0.02,0.2119,0.09455,Epc2
XP_004853769.1,ENSMUSP00000138462,90.34,85.62,0.056,0.5926,0.09454,Dennd2d
XP_004857142.1,ENSMUSP00000021201,92.29,88.14,0.0411,0.4347,0.09453,Cpd
XP_004861823.1,ENSMUSP00000027961,89.39,85.07,0.0587,0.6214,0.09452,Hspa14
XP_004836560.1,ENSMUSP00000020820,87.38,83.33,0.0664,0.7033,0.09446,Mrpl22
XP_004839901.1,ENSMUSP00000105272,87.07,83.33,0.0723,0.7658,0.09446,Vstm2a
XP_004845916.1,ENSMUSP00000065832,86.8,86.63,0.0591,0.6256,0.09444,Cdkn1b
XP_004847174.1,ENSMUSP00000037860,82.81,81.95,0.0919,0.9728,0.09444,Rnf39
XP_004868888.1,ENSMUSP00000012281,91.85,88.77,0.04,0.424,0.09442,Bmp5
XP_004839452.1,ENSMUSP00000024954,86.54,84.81,0.0693,0.7338,0.0944,Epas1
XP_004874852.1,ENSMUSP00000094021,89.93,85.41,0.0569,0.6026,0.09437,Htr2c
XP_004850110.1,ENSMUSP00000039668,95.39,92.74,0.0231,0.2445,0.09436,Tab3
XP_004874344.1,ENSMUSP00000108786,76.92,77.54,0.1357,1.4383,0.09434,Rab3il1
XP_004857326.1,ENSMUSP00000104150,86.01,83.74,0.0717,0.7606,0.09431,Wscd1
XP_004841498.1,ENSMUSP00000073664,93.97,89.18,0.0372,0.3945,0.0943,Negr1
XP_004846547.1,ENSMUSP00000084257,86.79,83.47,0.0691,0.7334,0.09428,Xpo5
XP_004848495.1,ENSMUSP00000098041,88.7,84.17,0.0642,0.6815,0.09427,Kif13b
XP_004844686.1,ENSMUSP00000068758,88.62,83.92,0.0648,0.6881,0.09424,Dnah6
XP_004859146.1,ENSMUSP00000032818,84.53,82.61,0.0814,0.8644,0.09422,Fbxo17
XP_004863986.1,ENSMUSP00000092006,66.46,70.6,0.2174,2.307,0.09422,Hes3
XP_004873615.1,ENSMUSP00000079692,94.64,90.63,0.0325,0.3448,0.09422,Pfkfb1
XP_004870144.1,ENSMUSP00000132082,89.86,85.71,0.0546,0.5798,0.09413,Iars
XP_004857475.1,ENSMUSP00000047270,89.42,85.89,0.0549,0.5828,0.09412,Chrnb1
XP_004864864.1,ENSMUSP00000004173,94.23,89.9,0.0322,0.342,0.09406,Cdip1
XP_004839545.1,ENSMUSP00000019268,91.06,87.92,0.0456,0.4854,0.094,Scrn1
XP_004846088.1,ENSMUSP00000112847,69.55,74.01,0.182,1.9369,0.09399,Plagl1
XP_004849836.1,ENSMUSP00000084480,89.4,86.43,0.0551,0.5863,0.09398,Guf1
XP_004835536.1,ENSMUSP00000050314,82.93,82.53,0.0913,0.9715,0.09394,Duox2
XP_004844142.1,ENSMUSP00000130535,91.27,84.24,0.0705,0.7508,0.09394,Suds3
XP_004851007.1,ENSMUSP00000070270,94.42,87.03,0.0382,0.4066,0.09394,Col8a2
XP_004837171.1,ENSMUSP00000127254,88.15,86.3,0.0586,0.6236,0.09392,Adck1
XP_004834943.1,ENSMUSP00000113475,90.12,87.33,0.051,0.5433,0.09391,Ece2
XP_004860195.1,ENSMUSP00000000304,84.34,82.32,0.082,0.8732,0.09391,Hddc2
XP_004861553.1,ENSMUSP00000097185,89.1,86.4,0.0547,0.5829,0.09387,Chrm5
XP_004838703.1,ENSMUSP00000026196,90.31,87.33,0.0474,0.5049,0.09386,Got1
XP_004848882.1,ENSMUSP00000037417,90.32,87.1,0.0632,0.673,0.09384,Phpt1
XP_004862118.1,ENSMUSP00000016670,86.35,83.22,0.0713,0.7594,0.09384,Dyrk3
XP_004862344.1,ENSMUSP00000038138,92.52,87.59,0.0444,0.473,0.09383,Kdm5b
XP_004838688.1,ENSMUSP00000125803,89.4,85.83,0.0584,0.6228,0.09381,Loxl4
XP_004873759.1,ENSMUSP00000073974,90.13,86.37,0.0523,0.5578,0.09379,Axin1
XP_004848574.1,ENSMUSP00000040083,79.26,78.88,0.1152,1.2293,0.09371,Ccno
XP_004862811.1,ENSMUSP00000035948,92.93,89.98,0.0337,0.3602,0.0937,Fbxo33
XP_004850002.1,ENSMUSP00000020317,90.73,86.29,0.0504,0.5385,0.09369,Pno1
XP_004840853.1,ENSMUSP00000066842,89.57,85.96,0.054,0.5767,0.09368,Mcm8
XP_004854402.1,ENSMUSP00000095197,90.48,86.85,0.0505,0.5387,0.09368,Lars
XP_004842108.1,ENSMUSP00000124505,94.21,91.87,0.0279,0.2983,0.09366,Stau2
XP_004849763.1,ENSMUSP00000031144,92.57,87.41,0.0421,0.45,0.09364,Tmem165
XP_004842095.1,ENSMUSP00000085826,92.25,88.11,0.044,0.4704,0.09358,Pi15
XP_004836247.1,ENSMUSP00000025349,90.52,86.9,0.0479,0.5115,0.09355,Myot
XP_004858103.1,ENSMUSP00000096670,79.57,76.88,0.1237,1.3229,0.09354,Mocs3
XP_004847972.1,ENSMUSP00000091002,87.2,83.93,0.0764,0.8172,0.09352,Irx3
XP_004873199.1,ENSMUSP00000133302,74.75,77.67,0.1539,1.6455,0.09351,Apoe
XP_004851170.1,ENSMUSP00000109612,91.48,87.22,0.0471,0.504,0.0935,Lancl1
XP_004848509.1,ENSMUSP00000113962,82.71,83.64,0.0807,0.8637,0.09344,Fam167a
XP_004856045.1,ENSMUSP00000033010,73.72,76.4,0.1528,1.6351,0.09343,Kdm8
XP_004868392.1,ENSMUSP00000020954,82.37,79.81,0.1018,1.0901,0.09343,Trappc12
XP_004863708.1,ENSMUSP00000050481,81.3,80.61,0.1087,1.1631,0.09341,Tmem201
XP_004837945.1,ENSMUSP00000046774,84.03,82.27,0.0881,0.9434,0.09338,Dennd3
XP_004841907.1,ENSMUSP00000054307,93.67,91.46,0.0294,0.3154,0.09335,Cxxc5
XP_004871468.1,ENSMUSP00000029541,82.26,80.58,0.1004,1.0757,0.09335,Slc27a3
XP_004869418.1,ENSMUSP00000000187,85.35,83.5,0.0759,0.8131,0.09331,Fgf6
XP_004835806.1,ENSMUSP00000075672,88.65,85.25,0.0587,0.6289,0.0933,Phldb2
XP_004859796.1,ENSMUSP00000103448,88.98,84.85,0.0569,0.6104,0.09328,Ankrd40
XP_004868732.1,ENSMUSP00000053993,88.03,89.17,0.055,0.59,0.09328,Rprml
XP_004838594.1,ENSMUSP00000025963,89.99,86.32,0.0537,0.5762,0.09326,Noc3l
XP_004853205.1,ENSMUSP00000073957,90.32,86.35,0.0531,0.57,0.09321,Osbpl1a
XP_004842206.1,ENSMUSP00000029912,90.51,87.01,0.05,0.5362,0.0932,Sdcbp
XP_004851832.1,ENSMUSP00000033325,90.88,86.84,0.0583,0.6261,0.09317,Swap70
XP_004872877.1,ENSMUSP00000023713,84.5,84.56,0.0759,0.8146,0.09317,Krt82
XP_004863757.1,ENSMUSP00000035240,74.52,75.96,0.1495,1.6043,0.09316,Thap3
XP_004868842.1,ENSMUSP00000056464,88.1,84.87,0.0626,0.6717,0.09315,Rnf112
XP_004857886.1,ENSMUSP00000035009,86.23,85.03,0.0694,0.7455,0.09314,Cmtm7
XP_004850873.1,ENSMUSP00000101620,87.12,85.05,0.0677,0.7273,0.09308,Tinagl1
XP_004842819.1,ENSMUSP00000040360,85.96,83.69,0.0725,0.7796,0.09304,Zcchc14
XP_004874494.1,ENSMUSP00000025646,69.18,72.4,0.1994,2.1437,0.093,Slc15a3
XP_004845047.1,ENSMUSP00000129467,87.4,84.3,0.0656,0.7058,0.09299,Otogl
XP_004850969.1,ENSMUSP00000046755,84.15,82.14,0.0992,1.0667,0.09298,Gjb3
XP_004845446.1,ENSMUSP00000071772,77.31,79.27,0.1258,1.3537,0.09296,Cdpf1
XP_004858610.1,ENSMUSP00000062593,78.85,79.21,0.1386,1.4908,0.09296,Ing1
XP_004843192.1,ENSMUSP00000034243,88.55,85.09,0.0634,0.6818,0.09293,Mmp15
XP_004864451.1,ENSMUSP00000022469,88.03,84.22,0.0674,0.7256,0.09287,Nisch
XP_004850338.1,ENSMUSP00000051973,70.89,72.78,0.179,1.9274,0.09286,Abra
XP_004840333.1,ENSMUSP00000037991,92.34,88.65,0.0381,0.4104,0.09285,Stard3nl
XP_004859282.1,ENSMUSP00000018821,81.62,81.06,0.0951,1.0246,0.09284,Slc25a39
XP_004874450.1,ENSMUSP00000094515,89.67,85.87,0.0588,0.6335,0.09278,Hnrnpul2
XP_004841743.1,ENSMUSP00000133140,92.16,89.37,0.0407,0.439,0.09276,Fam172a
XP_004853364.1,ENSMUSP00000118610,82.07,77.69,0.1144,1.2335,0.09275,Lpin2
XP_004866203.1,ENSMUSP00000084342,93.04,87.82,0.0447,0.4818,0.09275,Cdkl5
XP_004841896.1,ENSMUSP00000025208,89.08,86.09,0.0549,0.5917,0.09274,Dnajc18
XP_004871714.1,ENSMUSP00000034868,88.82,85.78,0.0608,0.656,0.09274,Clk1
XP_004849807.1,ENSMUSP00000115871,93.63,90.19,0.0316,0.3406,0.0927,Slain2
XP_004871698.1,ENSMUSP00000123728,92.45,88.93,0.0376,0.4055,0.0927,Fam126b
XP_004873745.1,ENSMUSP00000060169,83.53,81.64,0.0955,1.0308,0.09267,Igfals
XP_004851800.1,ENSMUSP00000039758,80.72,79.32,0.1102,1.1889,0.09266,B4galnt4
XP_004854718.1,ENSMUSP00000058156,84.21,85.19,0.0796,0.859,0.09263,Fam89a
XP_004843161.1,ENSMUSP00000034343,90.11,86.26,0.0549,0.5928,0.09261,Cmtm3
XP_004840640.1,ENSMUSP00000053122,89.51,86.02,0.0557,0.6011,0.0926,Pofut1
XP_004840200.1,ENSMUSP00000106722,83.7,82.82,0.0855,0.9242,0.09256,Cldn15
XP_004849387.1,ENSMUSP00000108825,85.16,85.02,0.0764,0.8253,0.09256,Lrsam1
XP_004861293.1,ENSMUSP00000126608,94.25,91.02,0.0288,0.3111,0.09256,R3hdm2
XP_004861589.1,ENSMUSP00000005233,89.37,85.43,0.056,0.6048,0.09256,Eif2ak4
XP_004868460.1,ENSMUSP00000027534,92.86,88.18,0.0419,0.4522,0.09255,Ilkap
XP_004839259.1,ENSMUSP00000031032,94.26,91.73,0.0291,0.3142,0.09254,Ppm1g
XP_004874480.1,ENSMUSP00000010250,81.65,80.67,0.1081,1.1682,0.09252,Slc22a6
XP_004846557.1,ENSMUSP00000058470,89.53,85.51,0.0585,0.6327,0.09248,Dlk2
XP_004851337.1,ENSMUSP00000087709,89.45,84.58,0.0605,0.6547,0.09239,Slc37a3
XP_004843104.1,ENSMUSP00000015003,91.69,87.53,0.0449,0.4866,0.09237,E2f4
XP_004868359.1,ENSMUSP00000020997,88.24,83.24,0.0651,0.7049,0.09237,Sh3yl1
